low,False,False,False,False,True,False
medium,True,True,True,True,False,Forward
high,True,False,True,False,True,Backward
medium,False,False,False,True,False,Backward
low,False,True,False,False,True,Forward
high,False,True,True,True,False,False
low,True,True,True,True,True,Backward
medium,True,False,False,False,False,False
high,True,False,False,True,False,Forward
low,False,True,True,False,False,Backward
medium,False,False,True,False,True,Forward
low,True,True,False,True,True,False
high,True,True,False,False,False,Backward
high,False,False,True,True,True,Forward
low,True,False,True,True,False,False
medium,True,True,True,False,True,False
high,False,False,False,False,True,False
medium,False,True,False,False,True,Backward
low,True,False,False,False,False,Forward
high,True,True,True,False,True,Forward
medium,True,False,True,True,True,Backward
low,False,False,False,True,False,Backward
medium,False,True,False,True,False,Forward
high,False,True,True,True,True,Backward
medium,False,False,True,True,True,False
low,True,False,True,True,True,Forward
high,True,False,False,True,True,False
low,True,True,True,False,False,False
medium,False,True,False,True,False,False
high,False,False,True,False,False,Forward
low,True,False,False,False,True,Backward
high,False,True,False,False,False,False
medium,True,True,False,True,True,Forward
high,False,False,False,True,True,Backward
high,True,False,True,True,False,Backward
low,False,True,True,False,False,Forward
medium,False,False,True,False,False,Backward
high,True,True,False,True,True,Forward
low,False,True,False,True,False,Forward
low,False,False,True,False,True,False
medium,True,True,False,True,False,Backward
medium,False,True,False,False,True,False
high,True,False,True,False,False,False
low,True,True,True,False,False,Forward
medium,False,False,False,True,True,Forward
high,False,True,False,False,False,Backward
medium,True,True,False,False,False,Forward
low,False,True,False,True,True,Backward
high,True,True,True,False,True,False
low,False,True,True,True,False,False
medium,True,False,False,False,False,Forward
medium,False,True,True,False,False,False
high,False,True,False,False,False,Forward
low,False,False,True,True,False,Forward
medium,True,True,True,False,False,Backward
low,True,False,True,True,False,Backward
low,False,False,False,True,False,False
medium,True,False,True,True,False,False
low,True,True,False,False,True,Backward
high,True,False,False,False,True,Forward
low,False,False,True,False,True,Backward
medium,True,False,False,False,True,False
low,True,True,False,True,False,False
medium,False,True,True,True,False,Backward
high,True,True,True,True,True,False
high,True,True,False,True,True,Backward
low,False,True,True,True,True,Forward
medium,True,False,False,False,False,Backward
high,False,True,True,False,True,False
low,True,False,True,False,True,Forward
high,False,True,False,True,True,False
high,False,False,False,False,False,Backward
medium,True,True,False,True,True,False
high,False,False,False,True,False,False
low,True,True,False,True,True,Forward
high,False,True,True,False,False,Backward
medium,True,False,False,True,True,Backward
high,False,True,False,False,True,Forward
medium,False,False,False,False,False,Forward
high,True,True,True,True,False,Forward
low,True,True,False,False,False,Backward
medium,False,False,True,False,False,False
medium,False,True,True,False,True,Forward
low,False,False,True,True,True,Backward
low,False,False,False,False,True,Forward
medium,True,False,True,True,True,Forward
low,True,False,False,True,True,False
medium,True,True,True,False,True,Backward
high,True,True,False,True,False,False
low,False,False,False,False,False,Backward
medium,False,False,False,True,False,False
medium,True,False,True,False,False,Forward
high,False,False,True,True,True,False
low,True,False,False,False,False,False
low,True,True,True,False,True,False
medium,False,False,True,True,False,Forward
high,True,False,True,False,False,Forward
low,False,True,False,True,True,False
high,False,False,True,True,False,Backward
medium,False,True,True,True,True,Backward
high,False,True,False,True,False,Forward
medium,True,False,False,False,True,Forward
low,True,True,False,True,False,Backward
medium,False,False,True,False,True,Backward
high,True,False,False,False,True,Backward
medium,True,True,False,False,False,False
low,False,True,False,False,False,False
high,False,True,True,False,True,Forward
high,False,True,True,False,True,Backward
low,True,False,True,True,True,False
high,False,True,False,True,False,Backward
low,True,False,False,True,False,Forward
medium,True,True,True,True,False,False
high,False,False,False,False,False,Forward
low,True,False,True,False,False,Backward
high,True,True,True,False,False,Backward
high,True,True,False,False,True,False
low,True,True,True,True,False,Forward
low,True,True,True,False,True,Forward
low,True,False,True,False,True,False
high,False,False,False,False,False,False
medium,True,True,True,True,True,Forward
medium,False,False,False,True,True,False
medium,True,False,False,True,False,False
high,False,False,True,True,False,False
high,False,False,True,False,True,Forward
high,False,False,False,False,True,Backward
high,True,False,True,True,True,Backward
low,False,True,True,True,False,Backward
high,False,True,True,True,False,Forward
high,False,False,True,False,True,Backward
high,True,False,True,False,True,False
high,True,False,True,True,True,Forward
low,True,True,False,False,True,False
high,False,False,False,True,False,Forward
low,True,True,True,False,True,Backward
high,False,False,True,False,False,False
high,False,False,False,True,True,Forward
medium,False,False,False,False,True,Backward
high,True,False,False,True,False,Backward
low,True,True,False,True,False,Forward
medium,False,True,False,True,True,Forward
medium,True,False,True,False,True,False
high,True,True,True,True,True,Backward
high,True,False,False,False,False,False
high,False,True,False,False,True,Backward
medium,False,True,True,True,True,Forward
medium,False,False,False,False,True,False
medium,False,True,False,True,True,Backward
medium,False,True,True,False,False,Forward
medium,False,True,True,True,True,False
high,True,False,True,True,False,False
medium,False,True,False,False,False,Backward
low,True,False,False,True,True,Backward
high,True,True,True,False,False,False
low,False,False,True,True,True,False
medium,False,True,False,False,True,Forward
medium,True,False,True,True,False,Backward
low,False,False,False,True,True,Forward
high,True,True,False,False,False,Forward
medium,False,False,True,True,True,Backward
medium,True,False,True,False,False,False
medium,True,False,True,False,True,Backward
low,False,False,True,False,True,Forward
low,False,True,True,False,True,False
medium,True,True,True,True,True,Backward
high,True,True,True,True,False,Backward
high,True,True,False,False,True,Backward
low,False,True,False,False,True,Backward
medium,True,False,False,True,False,Forward
low,False,True,True,False,True,Backward
low,False,False,True,False,False,False
medium,True,True,False,False,True,Backward
high,True,True,True,False,False,Forward
low,False,False,False,False,False,Forward
medium,True,True,True,False,True,Forward
low,False,False,True,False,False,Backward
low,True,False,False,False,False,Backward
low,True,True,True,True,True,False
low,True,False,True,False,False,Forward
medium,True,False,True,True,True,False
low,True,False,False,True,True,Forward
high,True,False,True,False,False,Backward
low,False,True,False,False,False,Backward
medium,False,True,True,False,True,False
low,True,True,False,False,True,Forward
low,True,False,True,True,True,Backward
high,True,False,True,True,False,Forward
medium,False,True,True,False,True,Backward
high,False,True,True,True,True,Forward
low,False,True,False,False,False,Forward
medium,False,False,False,False,False,False
low,True,True,True,True,False,Backward
low,False,False,False,True,True,Backward
medium,False,True,True,True,False,False
low,True,True,True,True,True,Forward
low,True,True,False,True,True,Backward
high,False,False,False,False,True,Forward
high,False,False,False,True,False,Backward
high,False,False,True,True,False,Forward
high,False,False,False,True,True,False
low,True,True,True,True,False,False
high,False,True,False,False,True,False
high,False,False,True,False,False,Backward
high,False,True,False,True,False,False
high,False,True,False,True,True,Backward
high,False,True,True,False,False,Forward
high,False,True,False,True,True,Forward
high,False,True,True,False,False,False
high,True,False,False,False,False,Backward
high,False,False,True,True,True,Backward
high,True,False,False,True,False,False
high,True,False,False,True,True,Backward
high,False,True,True,True,False,Backward
high,True,False,False,True,True,Forward
high,True,False,False,False,False,Forward
high,True,True,False,False,False,False
high,True,True,False,True,False,Backward
high,True,True,False,True,False,Forward
high,True,True,False,True,True,False
high,True,True,True,True,False,False
low,True,False,True,True,False,Forward
low,False,True,True,True,True,False
high,False,False,True,False,True,False
high,True,False,False,False,True,False
medium,False,False,False,False,False,Backward
medium,False,False,True,False,False,Forward
high,True,True,False,False,True,Forward
high,True,True,True,True,True,Forward
medium,False,False,True,True,False,Backward
medium,False,False,False,False,True,Forward
medium,False,False,True,True,False,False
medium,False,False,False,True,False,Forward
high,True,False,True,False,True,Forward
medium,False,True,False,False,False,False
medium,True,False,False,True,False,Backward
medium,False,True,False,True,True,False
medium,True,False,False,True,True,Forward
medium,False,True,True,False,False,Backward
medium,True,False,False,True,True,False
medium,False,True,True,True,False,Forward
low,False,False,False,False,False,False
medium,True,False,True,False,False,Backward
high,False,True,True,True,True,False
low,False,False,True,True,False,Backward
medium,True,False,True,False,True,Forward
medium,True,True,False,False,False,Backward
low,False,False,True,True,False,False
medium,True,True,False,False,True,Forward
low,False,False,True,True,True,Forward
medium,True,True,False,False,True,False
low,False,True,False,False,True,False
low,False,True,False,True,False,Backward
medium,True,False,True,True,False,Forward
low,False,True,False,True,False,False
medium,True,True,False,True,False,Forward
low,False,True,False,True,True,Forward
medium,True,True,False,True,False,False
low,False,True,True,False,False,False
medium,True,True,False,True,True,Backward
low,False,True,True,False,True,Forward
medium,True,True,True,False,False,Forward
